gene_id,gene_symbol,gene_name,alternate_names,alternate_symbols,vip_status
PA134932567,ACOXL,acyl-CoA oxidase like,acyl-CoA oxidase-like,"ACOX4, FLJ11042",Yes
PA24446,ACP1,acid phosphatase 1,"""acid phosphatase 1, soluble"", ""acid phosphatase of erythrocyte"", ""low molecular weight phosphotyrosine protein phosphatase"", ""red cell acid phosphatase""","HAAP, LMW-PTP, LMWPTP",Yes
PA24447,ACP2,"acid phosphatase 2, lysosomal",lysosomal acid phosphatase,LAP,Yes
PA166351958,ACP3,acid phosphatase 3,prostatic acid phosphatase,"ACP-3, ACPP, PAP, TM-PAP",Yes
PA24450,ACP4,acid phosphatase 4,"""acid phosphatase, testicular"", ""testicular acid phosphatase""",ACPT,Yes
PA24448,ACP5,"acid phosphatase 5, tartrate resistant","human purple acid phosphatase, tartrate-resistant acid phosphatase","HPAP, TRAP, TRAcP",Yes
PA134930830,ACP6,"acid phosphatase 6, lysophosphatidic",lysophosphatidic acid phosphatase,"ACPL1, LPAP",Yes
PA166180560,ACP7,"acid phosphatase 7, tartrate resistant (putative)",purple acid phosphatase long form 1,"FLJ16165, PAPL, PAPL1",Yes
PA24451,ACR,acrosin,"acrosin light and heavy chain prepropeptide, preproacrosin",Unknown,Yes
PA24452,ACRBP,acrosin binding protein,"cancer/testis antigen 23, proacrosin binding protein sp32","CT23, OY-TES-1, SP32",Yes
PA24454,ACRV1,acrosomal vesicle protein 1,sperm protein 10,"D11S4365, SP-10, SPACA2",Yes
PA142672648,ACSBG1,acyl-CoA synthetase bubblegum family member 1,"bubblegum, lipidosin, very long-chain acyl-CoA synthetase","BG1, BGM, FLJ30320, KIAA0631, MGC14352, hBG1, hsBG",Yes
PA142672649,ACSBG2,acyl-CoA synthetase bubblegum family member 2,bubblegum related protein,"BGR, DKFZp434K1635, PRTD-NY3",Yes
PA162375338,ACSF2,acyl-CoA synthetase family member 2,Unknown,"ACSMW, FLJ20920",Yes
PA162375375,ACSF3,acyl-CoA synthetase family member 3,malonyl-CoA synthetase,Unknown,Yes
PA27966,ACSL1,acyl-CoA synthetase long chain family member 1,"acyl-CoA synthetase long-chain family member 1, lignoceroyl-CoA synthase, long-chain fatty-acid-coenzyme A ligase 1","ACS1, FACL1, FACL2, LACS, LACS1, LACS2",Yes
PA27967,ACSL3,acyl-CoA synthetase long chain family member 3,acyl-CoA synthetase long-chain family member 3,"ACS3, FACL3, PRO2194",Yes
PA27968,ACSL4,acyl-CoA synthetase long chain family member 4,"acyl-CoA synthetase long-chain family member 4, lignoceroyl-CoA synthase, long-chain fatty-acid-Coenzyme A ligase 4","ACS4, FACL4, LACS4, MRX63, MRX68",Yes
PA27969,ACSL5,acyl-CoA synthetase long chain family member 5,"""FACL5 for fatty acid coenzyme A ligase 5"", ""acyl-CoA synthetase long-chain family member 5"", ""fatty-acid-Coenzyme A ligase, long-chain 5"", ""long-chain acyl-CoA synthetase 5"", ""long-chain fatty acid coenzyme A ligase 5""","ACS2, ACS5, FACL5",Yes
PA27970,ACSL6,acyl-CoA synthetase long chain family member 6,acyl-CoA synthetase long-chain family member 6,"ACS2, FACL6, KIAA0837, LACS2, LACS5",Yes
PA25468,ACSM1,acyl-CoA synthetase medium chain family member 1,acyl-CoA synthetase medium-chain family member 1,"BUCS1, MACS1",Yes
PA162375402,ACSM2A,acyl-CoA synthetase medium chain family member 2A,acyl-CoA synthetase medium-chain family member 2A,"A-923A4.1, ACSM2, MGC150530",Yes
PA162375437,ACSM2B,acyl-CoA synthetase medium chain family member 2B,"acyl-CoA synthetase medium-chain family member 2B, xenobiotic/medium chain fatty acid:CoA ligase","ACSM2, HXMA, HYST1046",Yes
PA34930,ACSM3,acyl-CoA synthetase medium chain family member 3,acyl-CoA synthetase medium-chain family member 3,"SA, SAH",Yes
PA162375472,ACSM4,acyl-CoA synthetase medium chain family member 4,"acyl-CoA synthetase medium-chain family member 4, similar to olfactory specific medium-chain acyl CoA synthetase",Unknown,Yes
PA162375501,ACSM5,acyl-CoA synthetase medium chain family member 5,acyl-CoA synthetase medium-chain family member 5,FLJ20581,Yes
PA134905303,ACSM6,acyl-CoA synthetase medium chain family member 6,acyl-CoA synthetase medium-chain family member 6,"C10orf129, bA310E22.3",Yes
PA24430,ACSS1,acyl-CoA synthetase short chain family member 1,acyl-CoA synthetase short-chain family member 1,"ACAS2L, AceCS2L, MGC33843, dJ568C11.3",Yes
PA24429,ACSS2,acyl-CoA synthetase short chain family member 2,acyl-CoA synthetase short-chain family member 2,"ACAS2, ACS, ACSA, AceCS, dJ1161H23.1",Yes
PA162375534,ACSS3,acyl-CoA synthetase short chain family member 3,acyl-CoA synthetase short-chain family member 3,FLJ21963,Yes
PA24455,ACTA1,"actin alpha 1, skeletal muscle","""actin, alpha 1, skeletal muscle"", ""nemaline myopathy type 3""","ACTA, MPFD, NEM3",Yes
PA24456,ACTA2,"actin alpha 2, smooth muscle","actin, alpha 2, smooth muscle, aorta",ACTSA,Yes
PA24457,ACTB,actin beta,"""actin, beta"", ""Î²-actin"", ""ß-actin"", ""β-actin""",Unknown,Yes
PA142672651,ACTBL2,actin beta like 2,"""actin, beta like 2"", ""actin, beta-like 2""",DKFZp686D0972,Yes
PA24459,ACTBP1,"actin, beta pseudogene 1",Unknown,Unknown,Yes
PA134888079,ACTBP10,"actin, beta pseudogene 10",Unknown,Unknown,Yes
PA24460,ACTBP2,"actin, beta pseudogene 2",Unknown,Unknown,Yes
PA24461,ACTBP3,"actin, beta pseudogene 3",Unknown,Unknown,Yes
PA24462,ACTBP4,"actin, beta pseudogene 4",Unknown,Unknown,Yes
PA24464,ACTBP6,"actin, beta pseudogene 6",Unknown,Unknown,Yes
PA24465,ACTBP7,"actin, beta pseudogene 7",Unknown,Unknown,Yes
PA24466,ACTBP8,"actin, beta pseudogene 8",Unknown,ACTBP2,Yes
PA24467,ACTBP9,"actin, beta pseudogene 9",Unknown,Unknown,Yes
PA162375571,ACTC1,actin alpha cardiac muscle 1,"actin, alpha, cardiac muscle 1","ACTC, CMD1R",Yes
PA24468,ACTG1,actin gamma 1,"actin, gamma 1","ACTG, DFNA20, DFNA26",Yes
PA24470,ACTG1P1,"actin, gamma 1 pseudogene 1",Unknown,Unknown,Yes
PA24479,ACTG1P10,"actin, gamma 1 pseudogene 10",Unknown,Unknown,Yes
PA24471,ACTG1P2,"actin, gamma 1 pseudogene 2",Unknown,Unknown,Yes
PA24472,ACTG1P3,"actin, gamma 1 pseudogene 3",Unknown,Unknown,Yes
PA24475,ACTG1P6,"actin, gamma 1 pseudogene 6",Unknown,Unknown,Yes
PA24476,ACTG1P7,"actin, gamma 1 pseudogene 7",Unknown,Unknown,Yes
PA24477,ACTG1P8,"actin, gamma 1 pseudogene 8",Unknown,Unknown,Yes
PA24478,ACTG1P9,"actin, gamma 1 pseudogene 9",Unknown,Unknown,Yes
PA24469,ACTG2,"actin gamma 2, smooth muscle","actin, gamma 2, smooth muscle, enteric","ACTA3, ACTL3, ACTSG",Yes
PA25676,ACTL10,actin like 10,actin-like 10,C20orf134,Yes
PA134914203,ACTL6A,actin like 6A,"BAF complex 53 kDa subunit, BRG1-associated factor, BRG1-associated factor 53A, INO80 complex subunit K, actin-like 6A, actin-related protein 4","Actl6, Arp4, BAF53A, Baf53a, INO80K, SMARCN1",Yes
PA24482,ACTL6B,actin like 6B,actin-like 6B,"ACTL6, BAF53B, SMARCN2",Yes
PA24483,ACTL7A,actin like 7A,actin-like 7A,Unknown,Yes
PA24484,ACTL7B,actin like 7B,actin-like 7B,Tact1,Yes
PA142672644,ACTL8,actin like 8,"actin-like 8, cancer/testis antigen 57",CT57,Yes
PA165392996,ACTL9,actin like 9,actin-like 9,MGC33407,Yes
PA147358417,ACTMAP,actin maturation protease,chromosome 19 open reading frame 54,"C19orf54, FLJ41131",Yes
PA24,ACTN1,actinin alpha 1,"actinin, alpha 1",Unknown,Yes
PA25,ACTN2,actinin alpha 2,"actinin, alpha 2",Unknown,Yes
PA24485,ACTN3,actinin alpha 3,"""actinin alpha 3 (gene/pseudogene)"", ""actinin, alpha 3 (gene/pseudogene)""",Unknown,Yes
PA23,ACTN4,actinin alpha 4,"actinin, alpha 4",FSGS1,Yes
PA134899463,ACTR10,actin related protein 10,"actin related protein 10 homolog, actin-related protein 10 homolog (S. cerevisiae)","ACTR11, Arp10, Arp11, HARP11",Yes
PA24486,ACTR1A,actin related protein 1A,"""ARP1 actin related protein 1 homolog A"", ""ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)"", ""centractin alpha""","ARP1, Arp1A",Yes
PA24487,ACTR1B,actin related protein 1B,"""ARP1 actin related protein 1 homolog B"", ""ARP1 actin-related protein 1 homolog B, centractin beta (yeast)"", ""centractin beta""","Arp1B, CTRN2",Yes
PA24488,ACTR2,actin related protein 2,"ARP2 actin related protein 2 homolog, ARP2 actin-related protein 2 homolog (yeast)",ARP2,Yes
PA24489,ACTR3,actin related protein 3,"ARP3 actin related protein 3 homolog, ARP3 actin-related protein 3 homolog (yeast)",ARP3,Yes
PA142672645,ACTR3B,actin related protein 3B,"ARP3 actin related protein 3 homolog B, ARP3 actin-related protein 3 homolog B (yeast)","ARP11, ARP3beta",Yes
PA165617588,ACTR3C,actin related protein 3C,"ARP3 actin related protein 3 homolog C, ARP3 actin-related protein 3 homolog C (yeast)",ARP11,Yes
PA134914063,ACTR3P1,ARP3 actin-related protein 3 homolog (yeast) pseudogene 1,Unknown,Unknown,Yes
PA24490,ACTR5,actin related protein 5,"ARP5 actin related protein 5 homolog, ARP5 actin-related protein 5 homolog (yeast), INO80 complex subunit M","Arp5, FLJ12785, INO80M",Yes
PA134984466,ACTR6,actin related protein 6,"ARP6 actin related protein 6 homolog, ARP6 actin-related protein 6 homolog (yeast)","ARP6, FLJ13433",Yes
PA24491,ACTR8,actin related protein 8,"ARP8 actin related protein 8 homolog, ARP8 actin-related protein 8 homolog (yeast), INO80 complex subunit N","ARP8, INO80N",Yes
PA142672646,ACTRT1,actin related protein T1,actin-related protein T1,"AIP1, ARIP1, Arp-T1, KIAA0705",Yes
PA142672647,ACTRT2,actin related protein T2,actin-related protein T2,"ARPM2, Arp-T2, FLJ25424",Yes
PA166048955,ACTRT3,actin related protein T3,"actin related protein M1, actin-related protein T3",ARPM1,Yes
PA24492,ACVR1,activin A receptor type 1,"activin A receptor, type I","ACVR1A, ACVRLK2, ALK2, SKR1",Yes
PA24493,ACVR1B,activin A receptor type 1B,"activin A receptor, type IB","ACVRLK4, ALK4, ActRIB, SKR2",Yes
PA134908988,ACVR1C,activin A receptor type 1C,"activin A receptor, type IC","ACVRLK7, ALK7",Yes
PA24494,ACVR2A,activin A receptor type 2A,"activin A receptor, type IIA","ACTRII, ACVR2",Yes
PA24495,ACVR2B,activin A receptor type 2B,"activin A receptor, type IIB",ActR-IIB,Yes
PA24496,ACVRL1,activin A receptor like type 1,"activin A receptor type II-like 1, activin receptor-like kinase 1","ACVRLK1, ALK1, HHT, HHT2, ORW2",Yes
PA24497,ACY1,aminoacylase 1,Unknown,Unknown,Yes
PA134936640,ACY3,aminoacylase 3,"Aspartoacylase-2, N-acyl-aromatic-L-amino acid amidohydrolase, aspartoacylase (aminocyclase) 3","ACY-3, ASPA2, HCBP1, MGC9740",Yes
PA24499,ACYP1,acylphosphatase 1,"acylphosphatase 1, erythrocyte (common) type",Unknown,Yes
PA24500,ACYP2,acylphosphatase 2,"acylphosphatase 2, muscle type",Unknown,Yes
PA24503,ADA,adenosine deaminase,Unknown,ADA1,Yes
PA26382,ADA2,adenosine deaminase 2,"cat eye syndrome chromosome region, candidate 1","ADGF, CECR1, IDGFL",Yes
PA162375590,ADAD1,adenosine deaminase domain containing 1,adenosine deaminase domain containing 1 (testis-specific),Tenr,Yes
PA162375591,ADAD2,adenosine deaminase domain containing 2,Unknown,"FLJ00337, TENRL",Yes
PA24505,ADAM10,ADAM metallopeptidase domain 10,Unknown,"CD156c, HsT18717, MADM, kuz",Yes
PA24506,ADAM11,ADAM metallopeptidase domain 11,"metalloproteinase-like, disintegrin-like, cysteine-rich protein",MDC,Yes
PA24507,ADAM12,ADAM metallopeptidase domain 12,meltrin alpha,"MCMPMltna, MLTN",Yes
PA24510,ADAM15,ADAM metallopeptidase domain 15,metargidin,MDC15,Yes
PA24512,ADAM17,ADAM metallopeptidase domain 17,"TNF-alpha convertase enzyme, a disintegrin and metalloproteinase 17, cartilage snake venom-like protease","CD156B, TACE, cSVP",Yes
PA24513,ADAM18,ADAM metallopeptidase domain 18,Unknown,"ADAM27, tMDCIII",Yes
PA24514,ADAM19,ADAM metallopeptidase domain 19,meltrin beta,MLTNB,Yes
PA24504,ADAM1A,"ADAM metallopeptidase domain 1A, pseudogene",fertilin alpha,"ADAM1P, FTNAP, Ftna, PH-30a",Yes
PA24515,ADAM2,ADAM metallopeptidase domain 2,cancer/testis antigen 15,"CT15, FTNB, PH-30b, PH30",Yes
PA24516,ADAM20,ADAM metallopeptidase domain 20,Unknown,Unknown,Yes
PA134994122,ADAM20P1,ADAM metallopeptidase domain 20 pseudogene 1,Unknown,Unknown,Yes
PA24517,ADAM21,ADAM metallopeptidase domain 21,Unknown,ADAM31,Yes
PA134948631,ADAM21P1,ADAM metallopeptidase domain 21 pseudogene 1,Unknown,Unknown,Yes
PA24518,ADAM22,ADAM metallopeptidase domain 22,"metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2",MDC2,Yes
PA24519,ADAM23,ADAM metallopeptidase domain 23,Unknown,MDC3,Yes
PA24523,ADAM28,ADAM metallopeptidase domain 28,Unknown,"ADAM23, MDC-Lm, MDC-Ls, eMDCII",Yes
PA24524,ADAM29,ADAM metallopeptidase domain 29,cancer/testis antigen 73,"CT73, svph1",Yes
PA24525,ADAM30,ADAM metallopeptidase domain 30,Unknown,svph4,Yes
PA134932610,ADAM32,ADAM metallopeptidase domain 32,Unknown,Unknown,Yes
PA24526,ADAM33,ADAM metallopeptidase domain 33,Unknown,"C20orf153, DKFZp434K0521, dJ964F7.1",Yes
PA24527,ADAM3A,ADAM metallopeptidase domain 3A (pseudogene),Unknown,"ADAM3, tMDCI",Yes
PA24528,ADAM3B,ADAM metallopeptidase domain 3B (pseudogene),cyritestin 2,Unknown,Yes
PA24530,ADAM5,"ADAM metallopeptidase domain 5, pseudogene",Unknown,tMDCII,Yes
PA24531,ADAM6,"ADAM metallopeptidase domain 6, pseudogene",Unknown,tMDCIV,Yes
PA24532,ADAM7,ADAM metallopeptidase domain 7,Unknown,"EAPI, GP-83",Yes
PA24533,ADAM8,ADAM metallopeptidase domain 8,Unknown,"CD156, CD156a, MS2",Yes
PA24534,ADAM9,ADAM metallopeptidase domain 9,meltrin gamma,"CORD9, KIAA0021, MCMP, MDC9, Mltng",Yes
PA24535,ADAMDEC1,ADAM like decysin 1,"ADAM-like, decysin 1",M12.219,Yes
PA24536,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,"""ADAM metallopeptidase with thrombospondin type 1 motif, 1"", ""metalloprotease and thrombospondin-1""","C3-C5, KIAA1346, METH1",Yes
PA24537,ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10,"ADAM metallopeptidase with thrombospondin type 1 motif, 10",ADAM-TS10,Yes
PA24538,ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12,"ADAM metallopeptidase with thrombospondin type 1 motif, 12",Unknown,Yes
PA24539,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13,"ADAM metallopeptidase with thrombospondin type 1 motif, 13","C9orf8, DKFZp434C2322, FLJ42993, MGC118899, MGC118900, TTP, VWFCP, vWF-CP",Yes
PA24540,ADAMTS14,ADAM metallopeptidase with thrombospondin type 1 motif 14,"ADAM metallopeptidase with thrombospondin type 1 motif, 14",Unknown,Yes
PA24541,ADAMTS15,ADAM metallopeptidase with thrombospondin type 1 motif 15,"ADAM metallopeptidase with thrombospondin type 1 motif, 15",Unknown,Yes
PA24542,ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16,"ADAM metallopeptidase with thrombospondin type 1 motif, 16",ADAMTS16s,Yes
PA24543,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,"ADAM metallopeptidase with thrombospondin type 1 motif, 17","FLJ16363, FLJ32769",Yes
PA24544,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18,"ADAM metallopeptidase with thrombospondin type 1 motif, 18",ADAMTS21,Yes
PA24545,ADAMTS19,ADAM metallopeptidase with thrombospondin type 1 motif 19,"ADAM metallopeptidase with thrombospondin type 1 motif, 19",Unknown,Yes
PA24546,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,"""ADAM metallopeptidase with thrombospondin type 1 motif, 2"", ""procollagen I N-proteinase"", ""procollagen N-endopeptidase""","ADAM-TS2, ADAMTS-3, NPI, PCINP, hPCPNI",Yes
PA134901626,ADAMTS20,ADAM metallopeptidase with thrombospondin type 1 motif 20,"ADAM metallopeptidase with thrombospondin type 1 motif, 20",GON-1,Yes
PA24547,ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,"ADAM metallopeptidase with thrombospondin type 1 motif, 3","ADAMTS-4, KIAA0366",Yes
PA24548,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4,"ADAM metallopeptidase with thrombospondin type 1 motif, 4","ADAMTS-2, ADMP-1, KIAA0688",Yes
PA24549,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,"""ADAM metallopeptidase with thrombospondin type 1 motif, 5"", ""aggrecanase-2""","ADAMTS11, ADMP-2",Yes
PA24550,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,"""ADAM metallopeptidase with thrombospondin type 1 motif, 6"", ""a disintegrin and metalloproteinase with thrombospondin motifs 6""",ADAM-TS6,Yes
PA24551,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,"""ADAM metallopeptidase with thrombospondin type 1 motif, 7"", ""COMPase"", ""a disintegrin and metalloprotease with thrombospondin motifs-7 preproprotein""","ADAM-TS7, DKFZp434H204",Yes
PA24552,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8,"ADAM metallopeptidase with thrombospondin type 1 motif, 8","ADAM-TS8, FLJ41712, METH2",Yes
PA24553,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,"ADAM metallopeptidase with thrombospondin type 1 motif, 9",KIAA1312,Yes
PA24554,ADAMTSL1,ADAMTS like 1,"ADAMTS-like 1, punctin, punctin-1","ADAMTSR1, C9orf94, FLJ35283",Yes
PA134920655,ADAMTSL2,ADAMTS like 2,ADAMTS-like 2,KIAA0605,Yes
PA134934525,ADAMTSL3,ADAMTS like 3,ADAMTS-like 3,"KIAA1233, punctin-2",Yes
PA134879921,ADAMTSL4,ADAMTS like 4,ADAMTS-like 4,"DKFZP434K1772, TSRC1",Yes
PA134867057,ADAMTSL5,ADAMTS like 5,ADAMTS-like 5,THSD6,Yes
PA26404,ADAP1,ArfGAP with dual PH domains 1,Unknown,"CENTA1, GCS1L",Yes
PA26405,ADAP2,ArfGAP with dual PH domains 2,Unknown,CENTA2,Yes
PA24555,ADAR,adenosine deaminase RNA specific,"""Double-stranded RNA-specific adenosine deaminase"", ""adenosine deaminase, RNA specific"", ""adenosine deaminase, RNA-specific""","ADAR1, DRADA, G1P1, IFI4",Yes
PA24556,ADARB1,adenosine deaminase RNA specific B1,"""RED1 homolog (rat)"", ""adenosine deaminase, RNA specific B1"", ""adenosine deaminase, RNA-specific, B1""","ADAR2, ADAR2a, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2b, ADAR2c, ADAR2d, ADAR2g, DRABA2, DRADA2, RED1, hRED1",Yes
PA24557,ADARB2,adenosine deaminase RNA specific B2 (inactive),"""RED2 homolog (rat)"", ""adenosine deaminase, RNA specific B2 (inactive)"", ""adenosine deaminase, RNA-specific, B2 (non-functional)""","ADAR3, RED2, hRED2",Yes
PA164723758,ADARB2-AS1,ADARB2 antisense RNA 1,Unknown,bA466B20.1,Yes
PA24558,ADAT1,adenosine deaminase tRNA specific 1,"""adenosine deaminase, tRNA specific 1"", ""adenosine deaminase, tRNA-specific 1""",Unknown,Yes
PA162375592,ADAT2,adenosine deaminase tRNA specific 2,"""adenosine deaminase, tRNA specific 2"", ""adenosine deaminase, tRNA-specific 2"", ""tRNA-specific adenosine deaminase 2 homolog (S. cerevisiae)""","DEADC1, TAD2, dJ20N2.1",Yes
PA162375609,ADAT3,adenosine deaminase tRNA specific 3,"""adenosine deaminase, tRNA specific 3"", ""adenosine deaminase, tRNA-specific 3"", ""tRNA-specific adenosine deaminase 3 homolog (S. cerevisiae)""",TAD3,Yes
PA134861355,ADCK1,aarF domain containing kinase 1,Unknown,FLJ39600,Yes
PA134902329,ADCK2,aarF domain containing kinase 2,Unknown,MGC20727,Yes
PA134963849,ADCK5,aarF domain containing kinase 5,Unknown,FLJ35454,Yes
PA24559,ADCP1,adenosine deaminase complexing protein 1,Unknown,Unknown,Yes
PA24560,ADCY1,adenylate cyclase 1,"adenylate cyclase 1 (brain), adenylyl cyclase subtype 1","AC1, DFNB44",Yes
PA162375618,ADCY10,adenylate cyclase 10,"""Hypercalciuria, absorptive, 2"", ""adenylate cyclase 10 (soluble)"", ""soluble adenylyl cyclase""","HCA2, RP1-313L4.2, SAC, SACI, Sacy",Yes
PA24561,ADCY2,adenylate cyclase 2,adenylate cyclase 2 (brain),"AC2, HBAC2, KIAA1060",Yes
PA164741137,ADCY3,adenylate cyclase 3,Unknown,AC3,Yes
PA24562,ADCY4,adenylate cyclase 4,Unknown,AC4,Yes
PA24563,ADCY5,adenylate cyclase 5,Unknown,AC5,Yes
PA27,ADCY6,adenylate cyclase 6,Unknown,AC6,Yes
PA28,ADCY7,adenylate cyclase 7,Unknown,"AC7, KIAA0037",Yes
PA29,ADCY8,adenylate cyclase 8,adenylate cyclase 8 (brain),"AC8, ADCY3, HBAC1",Yes
PA30,ADCY9,adenylate cyclase 9,Unknown,AC9,Yes
PA24564,ADCYAP1,adenylate cyclase activating polypeptide 1,"adenylate cyclase activating polypeptide 1 (pituitary), pituitary adenylate cyclase activating polypeptide, prepro-PACAP",PACAP,Yes
PA24565,ADCYAP1R1,ADCYAP receptor type I,"PACAP receptor 1, adenylate cyclase activating polypeptide 1 (pituitary) receptor type I, pituitary adenylate cyclase-activating polypeptide type 1 receptor","PAC1, PAC1R, PACAPR",Yes
PA31,ADD1,adducin 1,"adducin 1 (alpha), alpha-adducin",Unknown,Yes
PA24566,ADD2,adducin 2,"adducin 2 (beta), beta-adducin",ADDB,Yes
PA24567,ADD3,adducin 3,"adducin 3 (gamma), gamma-adducin",ADDL,Yes
PA134944476,ADGB,androglobin,Unknown,"C6orf103, CAPN16, FLJ23121, dJ408K24.1",Yes
PA134910893,ADGRA1,adhesion G protein-coupled receptor A1,G protein-coupled receptor 123,"GPR123, KIAA1828",Yes
